Date,Day,Month,Year,Package,Title
01/02/2022,1,2,2022,bidask,"Efficient Estimation of Bid-Ask Spreads from Open, High, Low, and Close Prices"
01/02/2022,1,2,2022,canadianmaps,Canadian Mapping Made Easy
01/02/2022,1,2,2022,ccid,Cross-Covariance Isolate Detect: a New Change-Point Method for Estimating Dynamic Functional Connectivity
01/02/2022,1,2,2022,criticality,Modeling Fissile Material Operations in Nuclear Facilities
01/02/2022,1,2,2022,docore,Utility Functions for Scientific Coding
01/02/2022,1,2,2022,eatRep,Educational Assessment Tools for Replication Methods
01/02/2022,1,2,2022,fcirt,Forced Choice in Item Response Theory
01/02/2022,1,2,2022,ggPMX,'ggplot2' Based Tool to Facilitate Diagnostic Plots for NLME Models
01/02/2022,1,2,2022,GUTS,Fast Calculation of the Likelihood of a Stochastic Survival Model
01/02/2022,1,2,2022,happign,R Interface to 'IGN' Web Services
01/02/2022,1,2,2022,hlaR,Tools for HLA Data
01/02/2022,1,2,2022,hypervolume,"High Dimensional Geometry, Set Operations, Projection, and Inference Using Kernel Density Estimation, Support Vector Machines, and Convex Hulls"
01/02/2022,1,2,2022,IPDFileCheck,"Basic Functions to Check Readability, Consistency, and Content of an Individual Participant Data File"
01/02/2022,1,2,2022,kko,Kernel Knockoffs Selection for Nonparametric Additive Models
01/02/2022,1,2,2022,MetAlyzer,Read and Analyze 'MetIDQ&trade;' Software Output Files
01/02/2022,1,2,2022,MicroMoB,Discrete Time Simulation of Mosquito-Borne Pathogen Transmission
01/02/2022,1,2,2022,missSBM,Handling Missing Data in Stochastic Block Models
01/02/2022,1,2,2022,mt,Metabolomics Data Analysis Toolbox
01/02/2022,1,2,2022,nasapower,NASA POWER API Client
01/02/2022,1,2,2022,neldermead,R Port of the 'Scilab' Neldermead Module
01/02/2022,1,2,2022,nestr,Build Nesting or Hierarchical Structures
01/02/2022,1,2,2022,Nmix,Bayesian Inference on Univariate Normal Mixtures
01/02/2022,1,2,2022,nodeSub,Simulate DNA Alignments Using Node Substitutions
01/02/2022,1,2,2022,norgeo,Track Geo Code Changes in all Regional Granularity in Norway
01/02/2022,1,2,2022,ODMeans,OD-Means: k-Means for Origin-Destination
01/02/2022,1,2,2022,OpenMx,Extended Structural Equation Modelling
01/02/2022,1,2,2022,pagoo,Analyze Bacterial Pangenomes in R with 'Pagoo'
01/02/2022,1,2,2022,pillar,Coloured Formatting for Columns
01/02/2022,1,2,2022,PLNmodels,Poisson Lognormal Models
01/02/2022,1,2,2022,proverbs,Print a Daily Bible Proverb to Console
01/02/2022,1,2,2022,quadtree,Region Quadtrees for Spatial Data
01/02/2022,1,2,2022,radsafer,Radiation Safety
01/02/2022,1,2,2022,RcppCWB,'Rcpp' Bindings for the 'Corpus Workbench' ('CWB')
01/02/2022,1,2,2022,repeated,Non-Normal Repeated Measurements Models
01/02/2022,1,2,2022,robust,"Port of the S+ ""Robust Library"""
01/02/2022,1,2,2022,roclang,Functions for Diffusing Function Documentations into 'Roxygen' Comments
01/02/2022,1,2,2022,rtgstat,Client for 'TGStat API'
01/02/2022,1,2,2022,safestats,Safe Anytime-Valid Inference
01/02/2022,1,2,2022,skater,Utilities for SNP-Based Kinship Analysis
01/02/2022,1,2,2022,sleev,Semiparametric Likelihood Estimation with Errors in Variables
01/02/2022,1,2,2022,sotkanet,Sotkanet Open Data Access and Analysis
01/02/2022,1,2,2022,soundClass,Sound Classification Using Convolutional Neural Networks
01/02/2022,1,2,2022,spinifex,"Manual Tours, Manual Control of Dynamic Projections of Numeric Multivariate Data"
01/02/2022,1,2,2022,StepBeta,Provide the Stepwise Procedure for Beta Regression Models
01/02/2022,1,2,2022,stplanr,Sustainable Transport Planning
01/02/2022,1,2,2022,switchr,"Installing, Managing, and Switching Between Distinct Sets of Installed Packages"
01/02/2022,1,2,2022,TDA,Statistical Tools for Topological Data Analysis
01/02/2022,1,2,2022,tidyr,Tidy Messy Data
01/02/2022,1,2,2022,tidytuesdayR,Access the Weekly 'TidyTuesday' Project Dataset
01/02/2022,1,2,2022,TiPS,Trajectories and Phylogenies Simulator
01/02/2022,1,2,2022,Tlasso,Non-Convex Optimization and Statistical Inference for Sparse Tensor Graphical Models
01/02/2022,1,2,2022,tobit1,One Equation Tobit Model
01/02/2022,1,2,2022,wordler,The 'WORDLE' Game
31/01/2022,31,1,2022,basedosdados,'Base Dos Dados' R Client
31/01/2022,31,1,2022,ciftiTools,"Tools for Reading, Writing, Viewing and Manipulating CIFTI Files"
31/01/2022,31,1,2022,citation,Software Citation Tools
31/01/2022,31,1,2022,Ckmeans.1d.dp,"Optimal, Fast, and Reproducible Univariate Clustering"
31/01/2022,31,1,2022,cmvnorm,The Complex Multivariate Gaussian Distribution
31/01/2022,31,1,2022,danstat,R Client for the Statistics Denmark Databank API
31/01/2022,31,1,2022,datelife,Scientific Data on Time of Lineage Divergence for Your Taxa
31/01/2022,31,1,2022,dials,Tools for Creating Tuning Parameter Values
31/01/2022,31,1,2022,estimatr,Fast Estimators for Design-Based Inference
31/01/2022,31,1,2022,generics,Common S3 Generics not Provided by Base R Methods Related to Model Fitting
31/01/2022,31,1,2022,ILSE,Linear Regression Based on 'ILSE' for Missing Data
31/01/2022,31,1,2022,iNZightTS,Time Series for 'iNZight'
31/01/2022,31,1,2022,lcmm,Extended Mixed Models Using Latent Classes and Latent Processes
31/01/2022,31,1,2022,listcomp,List Comprehensions
31/01/2022,31,1,2022,MicSim,Performing Continuous-Time Microsimulation
31/01/2022,31,1,2022,mssm,Multivariate State Space Models
31/01/2022,31,1,2022,NBR,Network-Based R-Statistics using Mixed Effects Models
31/01/2022,31,1,2022,ompr,Model and Solve Mixed Integer Linear Programs
31/01/2022,31,1,2022,outForest,Multivariate Outlier Detection and Replacement
31/01/2022,31,1,2022,paradox,Define and Work with Parameter Spaces for Complex Algorithms
31/01/2022,31,1,2022,precrec,Calculate Accurate Precision-Recall and ROC (Receiver Operator Characteristics) Curves
31/01/2022,31,1,2022,ProbeDeveloper,Develop Hybridization Probes
31/01/2022,31,1,2022,proj4,A simple interface to the PROJ.4 cartographic projections library
31/01/2022,31,1,2022,psd,"Adaptive, Sine-Multitaper Power Spectral Density and Cross Spectrum Estimation"
31/01/2022,31,1,2022,questionr,Functions to Make Surveys Processing Easier
31/01/2022,31,1,2022,RLumShiny,'Shiny' Applications for the R Package 'Luminescence'
31/01/2022,31,1,2022,smerc,Statistical Methods for Regional Counts
31/01/2022,31,1,2022,soilDB,Soil Database Interface
31/01/2022,31,1,2022,solvebio,The Official SolveBio API Client
31/01/2022,31,1,2022,sship,Tool for Secure Shipment of Content
31/01/2022,31,1,2022,SUNGEO,Sub-National Geospatial Data Archive: Geoprocessing Toolkit
31/01/2022,31,1,2022,swfscDAS,Southwest Fisheries Science Center Shipboard DAS Data Processing
31/01/2022,31,1,2022,tidysq,Tidy Processing and Analysis of Biological Sequences
31/01/2022,31,1,2022,tidytidbits,A Collection of Tools and Helpers Extending the Tidyverse
31/01/2022,31,1,2022,tidytransit,"Read, Validate, Analyze, and Map GTFS Feeds"
31/01/2022,31,1,2022,tiff,Read and Write TIFF Images
31/01/2022,31,1,2022,troopdata,Tools for Analyzing Cross-National Military Deployment and Basing Data
31/01/2022,31,1,2022,walker,Bayesian Generalized Linear Models with Time-Varying Coefficients
31/01/2022,31,1,2022,yuima,The YUIMA Project Package for SDEs
30/01/2022,30,1,2022,archive,Multi-Format Archive and Compression Support
30/01/2022,30,1,2022,bayesDP,Implementation of the Bayesian Discount Prior Approach for Clinical Trials
30/01/2022,30,1,2022,bootComb,Combine Parameter Estimates via Parametric Bootstrap
30/01/2022,30,1,2022,equatiomatic,Transform Models into 'LaTeX' Equations
30/01/2022,30,1,2022,explore,Simplifies Exploratory Data Analysis
30/01/2022,30,1,2022,geofi,Access Finnish Geospatial Data
30/01/2022,30,1,2022,ivsacim,Structural Additive Cumulative Intensity Models with IV
30/01/2022,30,1,2022,lessR,"Less Code, More Results"
30/01/2022,30,1,2022,melt,Multiple Empirical Likelihood Tests
30/01/2022,30,1,2022,MixtureMissing,Robust Model-Based Clustering for Data Sets with Missing Values at Random
30/01/2022,30,1,2022,mrgsim.parallel,Simulate with 'mrgsolve' in Parallel
30/01/2022,30,1,2022,rbcb,R Interface to Brazilian Central Bank Web Services
30/01/2022,30,1,2022,rdacca.hp,Hierarchical and Variation Partitioning for Canonical Analysis
30/01/2022,30,1,2022,readr,Read Rectangular Text Data
30/01/2022,30,1,2022,splot,Split Plot
30/01/2022,30,1,2022,tidyREDCap,Helper Functions for Working with REDCap Data
30/01/2022,30,1,2022,unifed,The Unifed Distribution
29/01/2022,29,1,2022,bootcluster,Bootstrapping Estimates of Clustering Stability
29/01/2022,29,1,2022,braQCA,Bootstrapped Robustness Assessment for Qualitative Comparative Analysis
29/01/2022,29,1,2022,comat,Creates Co-Occurrence Matrices of Spatial Data
29/01/2022,29,1,2022,gtsummary,Presentation-Ready Data Summary and Analytic Result Tables
29/01/2022,29,1,2022,HDMT,A Multiple Testing Procedure for High-Dimensional Mediation Hypotheses
29/01/2022,29,1,2022,scITD,Single-Cell Interpretable Tensor Decomposition
29/01/2022,29,1,2022,vegawidget,'Htmlwidget' for 'Vega' and 'Vega-Lite'
28/01/2022,28,1,2022,acca,A Canonical Correlation Analysis with Inferential Guaranties
28/01/2022,28,1,2022,biometryassist,Functions to Assist Design and Analysis of Agronomic Experiments
28/01/2022,28,1,2022,broom,Convert Statistical Objects into Tidy Tibbles
28/01/2022,28,1,2022,checkpoint,Install Packages from Snapshots on the Checkpoint Server for Reproducibility
28/01/2022,28,1,2022,cmtest,Conditional Moments Test
28/01/2022,28,1,2022,confintr,Confidence Intervals
28/01/2022,28,1,2022,cotram,Count Transformation Models
28/01/2022,28,1,2022,cronR,Schedule R Scripts and Processes with the 'cron' Job Scheduler
28/01/2022,28,1,2022,DeclareDesign,Declare and Diagnose Research Designs
28/01/2022,28,1,2022,elmNNRcpp,The Extreme Learning Machine Algorithm
28/01/2022,28,1,2022,eurlex,Retrieve Data on European Union Law
28/01/2022,28,1,2022,filearray,File-Backed Array for Out-of-Memory Computation
28/01/2022,28,1,2022,forsearch,Outlier Diagnostics for Some Linear Effects and Linear Mixed Effects Models
28/01/2022,28,1,2022,googleAuthR,Authenticate and Create Google APIs
28/01/2022,28,1,2022,grafify,Easy Graphs for Data Visualisation and Linear Models for ANOVA
28/01/2022,28,1,2022,GridOnClusters,Cluster-Preserving Multivariate Joint Grid Discretization
28/01/2022,28,1,2022,interpretCI,Estimate the Confidence Interval and Interpret Step by Step
28/01/2022,28,1,2022,jetpack,A Friendly Package Manager
28/01/2022,28,1,2022,just.install,Very Simple Function to Install Packages without Attaching
28/01/2022,28,1,2022,matlab2r,Translation Layer from MATLAB to R
28/01/2022,28,1,2022,mbRes,"Integrating Multiple Biomarker Responses in Aquatic Organisms using Effect Size, Statistical Uncertainty, and Ecological Relevance"
28/01/2022,28,1,2022,meshed,Bayesian Regression with Meshed Gaussian Processes
28/01/2022,28,1,2022,metasens,Statistical Methods for Sensitivity Analysis in Meta-Analysis
28/01/2022,28,1,2022,naijR,Operations to Ease Data Analyses Specific to Nigeria
28/01/2022,28,1,2022,nflreadr,Download 'nflverse' Data
28/01/2022,28,1,2022,Nonpareil,Metagenome Coverage Estimation and Projections for 'Nonpareil'
28/01/2022,28,1,2022,optimsimplex,R Port of the 'Scilab' Optimsimplex Module
28/01/2022,28,1,2022,ordbetareg,Ordered Beta Regression Models with Brms
28/01/2022,28,1,2022,POT,Generalized Pareto Distribution and Peaks Over Threshold
28/01/2022,28,1,2022,RankingProject,The Ranking Project: Visualizations for Comparing Populations
28/01/2022,28,1,2022,RAQSAPI,A Simple Interface to the US EPA Air Quality System Data Mart API
28/01/2022,28,1,2022,rgrass7,Interface Between GRASS Geographical Information System and R
28/01/2022,28,1,2022,riskmetric,Risk Metrics to Evaluating R Packages
28/01/2022,28,1,2022,rsnps,Get 'SNP' ('Single-Nucleotide' 'Polymorphism') Data on the Web
28/01/2022,28,1,2022,scryr,An Interface to the 'Scryfall' API
28/01/2022,28,1,2022,segmented,Regression Models with Break-Points / Change-Points Estimation
28/01/2022,28,1,2022,spdep,"Spatial Dependence: Weighting Schemes, Statistics"
28/01/2022,28,1,2022,splitTools,Tools for Data Splitting
28/01/2022,28,1,2022,spqdep,Testing for Spatial Structure of Qualitative Data in Cross Section
28/01/2022,28,1,2022,squant,Subgroup Identification Based on Quantitative Objectives
28/01/2022,28,1,2022,tidyHeatmap,A Tidy Implementation of Heatmap
28/01/2022,28,1,2022,tlrmvnmvt,Low-Rank Methods for MVN and MVT Probabilities
28/01/2022,28,1,2022,torchvision,"Models, Datasets and Transformations for Images"
28/01/2022,28,1,2022,twinning,Data Twinning
27/01/2022,27,1,2022,bbl,Boltzmann Bayes Learner
27/01/2022,27,1,2022,bibs,Bayesian Inference for the Birnbaum-Saunders Distribution
27/01/2022,27,1,2022,BinSegBstrap,Piecewise Smooth Regression by Bootstrapped Binary Segmentation
27/01/2022,27,1,2022,biodosetools,An R Shiny Application for Biological Dosimetry
27/01/2022,27,1,2022,blavaan,Bayesian Latent Variable Analysis
27/01/2022,27,1,2022,BSL,Bayesian Synthetic Likelihood
27/01/2022,27,1,2022,caretForecast,Time Series Forecasting Using Caret Infrastructure
27/01/2022,27,1,2022,childesr,Accessing the 'CHILDES' Database
27/01/2022,27,1,2022,citationchaser,Perform Forward and Backwards Chasing in Evidence Syntheses
27/01/2022,27,1,2022,clampSeg,Idealisation of Patch Clamp Recordings
27/01/2022,27,1,2022,ClusterR,"Gaussian Mixture Models, K-Means, Mini-Batch-Kmeans, K-Medoids and Affinity Propagation Clustering"
27/01/2022,27,1,2022,crunch,Crunch.io Data Tools
27/01/2022,27,1,2022,did,Treatment Effects with Multiple Periods and Groups
27/01/2022,27,1,2022,dipsaus,A Dipping Sauce for Data Analysis and Visualizations
27/01/2022,27,1,2022,disclap,Discrete Laplace Exponential Family
27/01/2022,27,1,2022,dwp,Density-Weighted Proportion
27/01/2022,27,1,2022,eatGADS,Data Management of Large Hierarchical Data
27/01/2022,27,1,2022,ElliptCopulas,Inference of Elliptical Distributions and Copulas
27/01/2022,27,1,2022,FKSUM,Fast Kernel Sums
27/01/2022,27,1,2022,freqpcr,Estimates Allele Frequency on qPCR DeltaDeltaCq from Bulk Samples
27/01/2022,27,1,2022,gps,General P-Splines
27/01/2022,27,1,2022,GREENeR,Geospatial Regression Equation for European Nutrient Losses (GREEN)
27/01/2022,27,1,2022,gwavr,Get Water Attributes Visually in R
27/01/2022,27,1,2022,HCV,Hierarchical Clustering from Vertex-Links
27/01/2022,27,1,2022,HH,Statistical Analysis and Data Display: Heiberger and Holland
27/01/2022,27,1,2022,imaginator,Simulate General Insurance Policies and Losses
27/01/2022,27,1,2022,lboxcox,Implementation of Logistic Box-Cox Regression
27/01/2022,27,1,2022,lemna,Lemna Ecotox Effect Model
27/01/2022,27,1,2022,LilRhino,"For Implementation of Feed Reduction, Learning Examples, NLP and Code Management"
27/01/2022,27,1,2022,MAGEE,Mixed Model Association Test for GEne-Environment Interaction
27/01/2022,27,1,2022,MetaLandSim,Landscape and Range Expansion Simulation
27/01/2022,27,1,2022,neptune,MLOps Metadata Store - Experiment Tracking and Model Registry for Production Teams
27/01/2022,27,1,2022,nic,Nature Inspired Colours
27/01/2022,27,1,2022,ompr.roi,A Solver for 'ompr' that Uses the R Optimization Infrastructure ('ROI')
27/01/2022,27,1,2022,OpenImageR,An Image Processing Toolkit
27/01/2022,27,1,2022,permute,Functions for Generating Restricted Permutations of Data
27/01/2022,27,1,2022,Platypus,Single-Cell Immune Repertoire and Gene Expression Analysis
27/01/2022,27,1,2022,plotHMM,Plot Hidden Markov Models
27/01/2022,27,1,2022,popkin,Estimate Kinship and FST under Arbitrary Population Structure
27/01/2022,27,1,2022,randomizr,Easy-to-Use Tools for Common Forms of Random Assignment and Sampling
27/01/2022,27,1,2022,rasterpic,Create a Spatial Raster from Plain Images
27/01/2022,27,1,2022,SpatialVx,Spatial Forecast Verification
27/01/2022,27,1,2022,supernova,"Judd, McClelland, & Ryan Formatting for ANOVA Output"
27/01/2022,27,1,2022,Tplyr,A Grammar of Clinical Data Summary
27/01/2022,27,1,2022,tufte,Tufte's Styles for R Markdown Documents
27/01/2022,27,1,2022,UKFE,UK Flood Estimation
27/01/2022,27,1,2022,upsetjs,'HTMLWidget' Wrapper of 'UpSet.js' for Exploring Large Set Intersections
26/01/2022,26,1,2022,animint2,Animated Interactive Grammar of Graphics
26/01/2022,26,1,2022,apollo,Tools for Choice Model Estimation and Application
26/01/2022,26,1,2022,aws.ecx,Communicating with AWS EC2 and ECS using AWS REST APIs
26/01/2022,26,1,2022,binsegRcpp,Efficient Implementation of Binary Segmentation
26/01/2022,26,1,2022,bipd,Bayesian Individual Patient Data Meta-Analysis using 'JAGS'
26/01/2022,26,1,2022,BMisc,"Miscellaneous Functions for Panel Data, Quantiles, and Printing Results"
26/01/2022,26,1,2022,bpAcc,Blood Pressure Device Accuracy Evaluation: Statistical Considerations
26/01/2022,26,1,2022,ClustAssess,Tools for Assessing Clustering
26/01/2022,26,1,2022,clustermq,"Evaluate Function Calls on HPC Schedulers (LSF, SGE, SLURM, PBS/Torque)"
26/01/2022,26,1,2022,covidsymptom,COVID Symptom Study Sweden Open Dataset
26/01/2022,26,1,2022,CPE,Concordance Probability Estimates in Survival Analysis
26/01/2022,26,1,2022,datawizard,Easy Data Wrangling
26/01/2022,26,1,2022,effectsize,Indices of Effect Size and Standardized Parameters
26/01/2022,26,1,2022,elasdics,"Elastic Analysis of Sparse, Dense and Irregular Curves"
26/01/2022,26,1,2022,geometa,Tools for Reading and Writing ISO/OGC Geographic Metadata
26/01/2022,26,1,2022,geonapi,'GeoNetwork' API R Interface
26/01/2022,26,1,2022,gpindex,Generalized Price and Quantity Indexes
26/01/2022,26,1,2022,h2o,R Interface for the 'H2O' Scalable Machine Learning Platform
26/01/2022,26,1,2022,intensitynet,Intensity Analysis of Spatial Point Patterns on Complex Networks
26/01/2022,26,1,2022,JuliaConnectoR,A Functionally Oriented Interface for Integrating 'Julia' with R
26/01/2022,26,1,2022,Kernelheaping,Kernel Density Estimation for Heaped and Rounded Data
26/01/2022,26,1,2022,kvh,Read/Write Files in Key-Value-Hierarchy Format
26/01/2022,26,1,2022,l1spectral,An L1-Version of the Spectral Clustering
26/01/2022,26,1,2022,lpdensity,Local Polynomial Density Estimation and Inference
26/01/2022,26,1,2022,magrittr,A Forward-Pipe Operator for R
26/01/2022,26,1,2022,marginaleffects,"Marginal Effects, Marginal Means, Predictions, and Contrasts"
26/01/2022,26,1,2022,MCMCglmm,MCMC Generalised Linear Mixed Models
26/01/2022,26,1,2022,metaumbrella,Umbrella Review Package for R
26/01/2022,26,1,2022,microplot,"Microplots (Sparklines) in 'LaTeX', 'Word', 'HTML', 'Excel'"
26/01/2022,26,1,2022,naflex,Flexible Options for Handling Missing Values
26/01/2022,26,1,2022,navigatr,Navigation Menu for Pipe-Friendly Data Processing
26/01/2022,26,1,2022,nloptr,R Interface to NLopt
26/01/2022,26,1,2022,noctua,Connect to 'AWS Athena' using R 'AWS SDK' 'paws' ('DBI' Interface)
26/01/2022,26,1,2022,optimbase,R Port of the 'Scilab' Optimbase Module
26/01/2022,26,1,2022,osmdata,Import 'OpenStreetMap' Data as Simple Features or Spatial Objects
26/01/2022,26,1,2022,ows4R,Interface to OGC Web-Services (OWS)
26/01/2022,26,1,2022,pder,Panel Data Econometrics with R
26/01/2022,26,1,2022,poolr,Methods for Pooling P-Values from (Dependent) Tests
26/01/2022,26,1,2022,RAthena,Connect to 'AWS Athena' using 'Boto3' ('DBI' Interface)
26/01/2022,26,1,2022,RcppHungarian,Solves Minimum Cost Bipartite Matching Problems
26/01/2022,26,1,2022,ReplicationSuccess,Design and Analysis of Replication Studies
26/01/2022,26,1,2022,reporter,Creates Statistical Reports
26/01/2022,26,1,2022,restatapi,Search and Retrieve Data from Eurostat Database
26/01/2022,26,1,2022,reticulate,Interface to 'Python'
26/01/2022,26,1,2022,SFSI,Sparse Family and Selection Index
26/01/2022,26,1,2022,SimSurvey,Test Surveys by Simulating Spatially-Correlated Populations
26/01/2022,26,1,2022,smacpod,Statistical Methods for the Analysis of Case-Control Point Data
26/01/2022,26,1,2022,smooth,Forecasting Using State Space Models
26/01/2022,26,1,2022,td,Access to the 'twelvedata' Financial Data API
26/01/2022,26,1,2022,tidywikidatar,Explore 'Wikidata' Through Tidy Data Frames
26/01/2022,26,1,2022,wrapr,Wrap R Tools for Debugging and Parametric Programming
25/01/2022,25,1,2022,AgroTech,Data Analysis of Pesticide Application Technology
25/01/2022,25,1,2022,Andromeda,Asynchronous Disk-Based Representation of Massive Data
25/01/2022,25,1,2022,asht,Applied Statistical Hypothesis Tests
25/01/2022,25,1,2022,beyondWhittle,Bayesian Spectral Inference for Stationary Time Series
25/01/2022,25,1,2022,conformalInference.fd,Tools for Conformal Inference for Regression in Multivariate Functional Setting
25/01/2022,25,1,2022,conformalInference.multi,Conformal Inference Tools for Regression with Multivariate Response
25/01/2022,25,1,2022,crypto2,Download Crypto Currency Data from 'CoinMarketCap' without 'API'
25/01/2022,25,1,2022,dbmss,Distance-Based Measures of Spatial Structures
25/01/2022,25,1,2022,discretefit,Simulated Goodness-of-Fit Tests for Discrete Distributions
25/01/2022,25,1,2022,eemdARIMA,EEMD Based Auto Regressive Integrated Moving Average Model
25/01/2022,25,1,2022,EGRET,Exploration and Graphics for RivEr Trends
25/01/2022,25,1,2022,energy,E-Statistics: Multivariate Inference via the Energy of Data
25/01/2022,25,1,2022,EPP,Evaluation of Proximity Programs
25/01/2022,25,1,2022,fsr,Handling Fuzzy Spatial Data
25/01/2022,25,1,2022,iRoCoDe,Incomplete Row-Column Designs
25/01/2022,25,1,2022,lavaan,Latent Variable Analysis
25/01/2022,25,1,2022,lingmatch,Linguistic Matching and Accommodation
25/01/2022,25,1,2022,mappp,Map in Parallel with Progress
25/01/2022,25,1,2022,mapSpain,Administrative Boundaries of Spain
25/01/2022,25,1,2022,mashr,Multivariate Adaptive Shrinkage
25/01/2022,25,1,2022,MBHdesign,Spatial Designs for Ecological and Environmental Surveys
25/01/2022,25,1,2022,mlflow,Interface to 'MLflow'
25/01/2022,25,1,2022,mlr3filters,Filter Based Feature Selection for 'mlr3'
25/01/2022,25,1,2022,mrf2d,Markov Random Field Models for Image Analysis
25/01/2022,25,1,2022,penAFT,Fit the Regularized Gehan Estimator with Elastic Net and Sparse Group Lasso Penalties
25/01/2022,25,1,2022,preregr,Specify (Pre)Registrations and Export Them Human- And Machine-Readably
25/01/2022,25,1,2022,prettifyAddins,"'RStudio' Addins to Prettify 'JavaScript', 'C++', 'Python', and More"
25/01/2022,25,1,2022,RLT,Reinforcement Learning Trees
25/01/2022,25,1,2022,rQCC,Robust Quality Control Chart
25/01/2022,25,1,2022,secrdesign,Sampling Design for Spatially Explicit Capture-Recapture
25/01/2022,25,1,2022,SNPfiltR,Interactively Filter SNP Datasets
25/01/2022,25,1,2022,spatialfusion,Multivariate Analysis of Spatial Data Using a Unifying Spatial Fusion Framework
25/01/2022,25,1,2022,univariateML,Maximum Likelihood Estimation for Univariate Densities
25/01/2022,25,1,2022,ursa,Non-Interactive Spatial Tools for Raster Processing and Visualization
25/01/2022,25,1,2022,yaml,Methods to Convert R Data to YAML and Back
24/01/2022,24,1,2022,actuar,Actuarial Functions and Heavy Tailed Distributions
24/01/2022,24,1,2022,BET,Binary Expansion Testing
24/01/2022,24,1,2022,dextergui,A Graphical User Interface for Dexter
24/01/2022,24,1,2022,DiagrammeR,Graph/Network Visualization
24/01/2022,24,1,2022,dispRity,Measuring Disparity
24/01/2022,24,1,2022,disprose,Discriminating Probes Selection
24/01/2022,24,1,2022,EnvStats,"Package for Environmental Statistics, Including US EPA Guidance"
24/01/2022,24,1,2022,fairml,Fair Models in Machine Learning
24/01/2022,24,1,2022,FAMetA,Fatty Acid Metabolic Analysis
24/01/2022,24,1,2022,fomantic.plus,Add Extra 'Fomantic UI' Components to 'shiny.semantic'
24/01/2022,24,1,2022,galah,Atlas of Living Australia (ALA) Data and Resources in R
24/01/2022,24,1,2022,geomtextpath,Curved Text in 'ggplot2'
24/01/2022,24,1,2022,googleway,Accesses Google Maps APIs to Retrieve Data and Plot Maps
24/01/2022,24,1,2022,hardhat,Construct Modeling Packages
24/01/2022,24,1,2022,inlmisc,Miscellaneous Functions for the USGS INL Project Office
24/01/2022,24,1,2022,iNZightPlots,Graphical Tools for Exploring Data with 'iNZight'
24/01/2022,24,1,2022,mbrdr,Model-Based Response Dimension Reduction
24/01/2022,24,1,2022,mFLICA,Leadership-Inference Framework for Multivariate Time Series
24/01/2022,24,1,2022,MicrobiomeStat,Statistical Methods for Microbiome Compositional Data
24/01/2022,24,1,2022,Microsoft365R,Interface to the 'Microsoft 365' Suite of Cloud Services
24/01/2022,24,1,2022,netmap,Represent Network Objects on a Map
24/01/2022,24,1,2022,onadata,Data Sets for Keith McNulty's Handbook of Graphs and Networks in People Analytics
24/01/2022,24,1,2022,osrm,Interface Between R and the OpenStreetMap-Based Routing Service OSRM
24/01/2022,24,1,2022,powerHaDeX,Efficient Simulation of HDX-MS Data and Tools for the Statistical Analysis
24/01/2022,24,1,2022,psre,Presenting Statistical Results Effectively
24/01/2022,24,1,2022,qgcomp,Quantile G-Computation
24/01/2022,24,1,2022,qtl2ggplot,Data Visualization for QTL Experiments
24/01/2022,24,1,2022,qtl2pattern,Pattern Support for 'qtl2' Package
24/01/2022,24,1,2022,RcppArmadillo,'Rcpp' Integration for the 'Armadillo' Templated Linear Algebra Library
24/01/2022,24,1,2022,renv,Project Environments
24/01/2022,24,1,2022,RobinHood,Interface for the RobinHood.com No Commission Investing Platform
24/01/2022,24,1,2022,rpart,Recursive Partitioning and Regression Trees
24/01/2022,24,1,2022,rsyntax,Extract Semantic Relations from Text by Querying and Reshaping Syntax
24/01/2022,24,1,2022,rtern,A Ternary Conditional Operator for R
24/01/2022,24,1,2022,shinyMergely,Compare and Merge Two Files with a 'Shiny' App
24/01/2022,24,1,2022,spsurvey,Spatial Sampling Design and Analysis
24/01/2022,24,1,2022,subsemble,An Ensemble Method for Combining Subset-Specific Algorithm Fits
24/01/2022,24,1,2022,text2map,"R Tools for Text Matrices, Embeddings, and Networks"
24/01/2022,24,1,2022,tiledb,Universal Storage Engine for Sparse and Dense Multidimensional Arrays
24/01/2022,24,1,2022,uGMAR,Estimate Univariate Gaussian and Student's t Mixture Autoregressive Models
24/01/2022,24,1,2022,updog,Flexible Genotyping for Polyploids
24/01/2022,24,1,2022,VLTimeCausality,Variable-Lag Time Series Causality Inference Framework
24/01/2022,24,1,2022,wrMisc,Analyze Experimental High-Throughput (Omics) Data
23/01/2022,23,1,2022,BayesianFROC,FROC Analysis by Bayesian Approaches
23/01/2022,23,1,2022,clusrank,Wilcoxon Rank Tests for Clustered Data
23/01/2022,23,1,2022,corpustools,"Managing, Querying and Analyzing Tokenized Text"
23/01/2022,23,1,2022,edgebundle,Algorithms for Bundling Edges in Networks and Visualizing Flow and Metro Maps
23/01/2022,23,1,2022,EigenR,Complex Matrix Algebra with 'Eigen'
23/01/2022,23,1,2022,ExpImage,Tool For Analysis of Images in Experiments
23/01/2022,23,1,2022,ggTimeSeries,Time Series Visualisations Using the Grammar of Graphics
23/01/2022,23,1,2022,GLIDE,Global and Individual Tests for Direct Effects
23/01/2022,23,1,2022,GPGame,Solving Complex Game Problems using Gaussian Processes
23/01/2022,23,1,2022,jfa,Bayesian and Classical Audit Sampling
23/01/2022,23,1,2022,match2C,Match One Sample using Two Criteria
